"Alamance",48,0
"Alexander",3,0
"Alleghany",2,0
"Anson",14,0
"Ashe",4,0
"Avery",0,0
"Beaufort",13,0
"Bertie",18,1
"Bladen",1,0
"Brunswick",36,2
"Buncombe",42,3
"Burke",64,5
"Cabarrus",201,3
"Caldwell",22,0
"Camden",0,0
"Carteret",22,1
"Caswell",7,0
"Catawba",40,1
"Chatham",85,0
"Cherokee",14,1
"Chowan",6,0
"Clay",5,0
"Cleveland",42,1
"Columbus",50,2
"Craven",33,1
"Cumberland",97,3
"Currituck",2,0
"Dare",11,1
"Davidson",94,2
"Davie",23,2
"Duplin",19,0
"Durham",360,4
"Edgecombe",44,1
"Forsyth",122,5
"Franklin",67,5
"Gaston",104,3
"Gates",4,0
"Graham",0,0
"Granville",108,4
"Greene",12,0
"Guilford",162,12
"Halifax",28,1
"Harnett",54,3
"Haywood",4,0
"Henderson",106,5
"Hertford",7,1
"Hoke",22,0
"Hyde",0,0
"Iredell",75,2
"Jackson",2,0
"Johnston",118,8
"Jones",8,1
"Lee",21,0
"Lenoir",17,0
"Lincoln",20,0
"Macon",2,1
"Madison",0,0
"Martin",8,0
"McDowell",19,0
"Mecklenburg",1136,21
"Mitchell",5,0
"Montgomery",17,1
"Moore",67,0
"Nash",50,1
"NewHanover",60,1
"Northampton",69,1
"Onslow",32,1
"Orange",175,3
"Pamlico",6,0
"Pasquotank",20,0
"Pender",5,0
"Perquimans",8,0
"Person",14,0
"Pitt",83,1
"Polk",9,0
"Randolph",67,2
"Richmond",17,2
"Robeson",17,0
"Rockingham",16,2
"Rowan",220,10
"Rutherford",59,2
"Sampson",18,0
"Scotland",11,0
"Stanly",20,1
"Stokes",10,0
"Surry",16,0
"Swain",0,0
"Transylvania",6,0
"Tyrrell",4,0
"Union",137,3
"Vance",28,1
"Wake",566,3
"Warren",3,0
"Washington",18,2
"Watauga",8,0
"Wayne",239,4
"Wilkes",4,1
"Wilson",96,3
"Yadkin",11,1
"Yancey",0,0
