"AlamanceCounty",18881,288
"AlexanderCounty",4429,85
"AlleghanyCounty",1083,5
"AnsonCounty",2618,55
"AsheCounty",2214,42
"AveryCounty",2152,20
"BeaufortCounty",4721,97
"BertieCounty",1789,44
"BladenCounty",3369,42
"BrunswickCounty",9286,154
"BuncombeCounty",18006,323
"BurkeCounty",10080,160
"CabarrusCounty",22202,260
"CaldwellCounty",9470,110
"CamdenCounty",684,5
"CarteretCounty",5226,56
"CaswellCounty",2187,30
"CatawbaCounty",19726,307
"ChathamCounty",4745,89
"CherokeeCounty",2614,34
"ChowanCounty",1487,31
"ClayCounty",817,18
"ClevelandCounty",11611,227
"ColumbusCounty",6405,151
"CravenCounty",9432,128
"CumberlandCounty",29874,316
"CurrituckCounty",1573,16
"DareCounty",2156,10
"DavidsonCounty",16951,193
"DavieCounty",4161,39
"DuplinCounty",6330,137
"DurhamCounty",25616,228
"EdgecombeCounty",5676,113
"ForsythCounty",36697,401
"FranklinCounty",7039,52
"GastonCounty",27036,442
"GatesCounty",747,13
"GrahamCounty",638,12
"GranvilleCounty",5986,83
"GreeneCounty",2399,47
"GuilfordCounty",48397,715
"HalifaxCounty",5663,112
"HarnettCounty",11931,178
"HaywoodCounty",4478,96
"HendersonCounty",10287,165
"HertfordCounty",2111,64
"HokeCounty",4851,56
"HydeCounty",672,9
"IredellCounty",19137,222
"JacksonCounty",3633,56
"JohnstonCounty",22082,223
"JonesCounty",891,28
"LeeCounty",6119,81
"LenoirCounty",6207,121
"LincolnCounty",10249,86
"MaconCounty",3157,40
"MadisonCounty",1605,42
"MartinCounty",2286,45
"McDowellCounty",5303,63
"MecklenburgCounty",113775,971
"MitchellCounty",1473,16
"MontgomeryCounty",3362,96
"MooreCounty",8992,192
"NashCounty",11646,196
"NewHanoverCounty",19467,171
"NorthamptonCounty",1893,60
"OnslowCounty",17609,149
"OrangeCounty",8578,101
"PamlicoCounty",1120,13
"PasquotankCounty",3437,84
"PenderCounty",5538,69
"PerquimansCounty",1028,12
"PersonCounty",3458,71
"PittCounty",20347,96
"PolkCounty",1496,30
"RandolphCounty",15239,231
"RichmondCounty",4767,97
"RobesonCounty",16700,249
"RockinghamCounty",7830,135
"RowanCounty",17099,308
"RutherfordCounty",7411,214
"SampsonCounty",8051,113
"ScotlandCounty",3864,87
"StanlyCounty",7926,137
"StokesCounty",4193,79
"SurryCounty",8378,167
"SwainCounty",1214,17
"TransylvaniaCounty",2385,33
"TyrrellCounty",325,6
"UnionCounty",24740,225
"VanceCounty",4986,88
"WakeCounty",89115,730
"WarrenCounty",1809,20
"WashingtonCounty",1122,31
"WataugaCounty",4901,31
"WayneCounty",11384,246
"WilkesCounty",6868,115
"WilsonCounty",9812,179
"YadkinCounty",4119,54
"YanceyCounty",1636,28
