"AlamanceCounty",14785,194
"AlexanderCounty",3717,71
"AlleghanyCounty",874,4
"AnsonCounty",2179,48
"AsheCounty",1768,37
"AveryCounty",1766,18
"BeaufortCounty",4013,76
"BertieCounty",1584,39
"BladenCounty",2796,38
"BrunswickCounty",7264,111
"BuncombeCounty",14353,271
"BurkeCounty",8812,121
"CabarrusCounty",17314,218
"CaldwellCounty",8285,63
"CamdenCounty",509,5
"CarteretCounty",4138,41
"CaswellCounty",1851,17
"CatawbaCounty",16613,260
"ChathamCounty",3969,70
"CherokeeCounty",1972,17
"ChowanCounty",1296,21
"ClayCounty",622,18
"ClevelandCounty",9709,207
"ColumbusCounty",5469,132
"CravenCounty",7742,111
"CumberlandCounty",22410,243
"CurrituckCounty",1214,14
"DareCounty",1790,7
"DavidsonCounty",13878,145
"DavieCounty",3325,22
"DuplinCounty",5467,121
"DurhamCounty",20471,186
"EdgecombeCounty",4309,92
"ForsythCounty",29942,310
"FranklinCounty",4964,42
"GastonCounty",22489,354
"GatesCounty",606,12
"GrahamCounty",547,12
"GranvilleCounty",4944,74
"GreeneCounty",2074,38
"GuilfordCounty",37594,474
"HalifaxCounty",4807,91
"HarnettCounty",8945,133
"HaywoodCounty",3619,81
"HendersonCounty",8286,127
"HertfordCounty",1872,56
"HokeCounty",3895,52
"HydeCounty",612,6
"IredellCounty",15428,173
"JacksonCounty",3133,46
"JohnstonCounty",16745,173
"JonesCounty",644,16
"LeeCounty",5128,65
"LenoirCounty",5103,99
"LincolnCounty",8348,57
"MaconCounty",2445,12
"MadisonCounty",1283,32
"MartinCounty",1956,35
"McDowellCounty",4548,55
"MecklenburgCounty",91600,802
"MitchellCounty",1204,15
"MontgomeryCounty",2874,78
"MooreCounty",7511,157
"NashCounty",9071,150
"NewHanoverCounty",14887,135
"NorthamptonCounty",1629,28
"OnslowCounty",13982,123
"OrangeCounty",7279,89
"PamlicoCounty",855,9
"PasquotankCounty",2879,74
"PenderCounty",4342,51
"PerquimansCounty",829,5
"PersonCounty",2759,58
"PittCounty",16422,72
"PolkCounty",1273,24
"RandolphCounty",12316,192
"RichmondCounty",3960,79
"RobesonCounty",13942,186
"RockinghamCounty",6527,54
"RowanCounty",14011,259
"RutherfordCounty",6475,188
"SampsonCounty",6371,85
"ScotlandCounty",3314,69
"StanlyCounty",6347,103
"StokesCounty",3435,61
"SurryCounty",6900,124
"SwainCounty",1105,16
"TransylvaniaCounty",1764,23
"TyrrellCounty",285,6
"UnionCounty",19511,175
"VanceCounty",3968,77
"WakeCounty",70183,501
"WarrenCounty",1519,16
"WashingtonCounty",888,25
"WataugaCounty",3655,26
"WayneCounty",9820,196
"WilkesCounty",5740,95
"WilsonCounty",7919,141
"YadkinCounty",3470,41
"YanceyCounty",1386,23
