"Alamance",24,0
"Alexander",2,0
"Alleghany",2,0
"Anson",6,0
"Ashe",2,0
"Avery",0,0
"Beaufort",9,0
"Bertie",9,1
"Bladen",1,0
"Brunswick",26,1
"Buncombe",33,1
"Burke",29,2
"Cabarrus",81,1
"Caldwell",10,0
"Camden",0,0
"Carteret",17,0
"Caswell",2,0
"Catawba",27,1
"Chatham",21,0
"Cherokee",9,1
"Chowan",1,0
"Clay",3,0
"Cleveland",23,0
"Columbus",13,1
"Craven",18,0
"Cumberland",62,0
"Currituck",3,0
"Dare",6,0
"Davidson",70,1
"Davie",20,2
"Duplin",7,0
"Durham",205,1
"Edgecombe",11,0
"Forsyth",105,2
"Franklin",17,0
"Gaston",58,2
"Gates",2,0
"Graham",0,0
"Granville",76,0
"Greene",10,0
"Guilford",119,5
"Halifax",12,0
"Harnett",32,2
"Haywood",3,0
"Henderson",51,1
"Hertford",5,1
"Hoke",12,0
"Hyde",0,0
"Iredell",54,0
"Jackson",0,0
"Johnston",47,4
"Jones",0,0
"Lee",4,0
"Lenoir",10,0
"Lincoln",11,0
"Macon",1,1
"Madison",0,0
"Martin",4,0
"McDowell",10,0
"Mecklenburg",810,6
"Mitchell",2,0
"Montgomery",10,1
"Moore",10,0
"Nash",24,0
"NewHanover",47,0
"Northampton",51,0
"Onslow",23,1
"Orange",73,0
"Pamlico",3,0
"Pasquotank",9,0
"Pender",2,0
"Perquimans",2,0
"Person",7,0
"Pitt",44,0
"Polk",8,0
"Randolph",35,1
"Richmond",1,0
"Robeson",6,0
"Rockingham",8,1
"Rowan",62,2
"Rutherford",19,0
"Sampson",4,0
"Scotland",3,0
"Stanly",8,0
"Stokes",8,0
"Surry",10,0
"Swain",0,0
"Transylvania",6,0
"Tyrrell",0,0
"Union",83,0
"Vance",12,0
"Wake",336,0
"Warren",3,0
"Washington",7,0
"Watauga",8,0
"Wayne",32,0
"Wilkes",4,1
"Wilson",36,2
"Yadkin",9,0
"Yancey",0,0
