"Alamance",293,20
"Alexander",30,0
"Alleghany",14,0
"Anson",63,1
"Ashe",34,0
"Avery",2,0
"Beaufort",33,0
"Bertie",118,4
"Bladen",92,2
"Brunswick",79,2
"Buncombe",303,18
"Burke",338,14
"Cabarrus",455,21
"Caldwell",120,2
"Camden",3,0
"Carteret",35,3
"Caswell",57,1
"Catawba",175,5
"Chatham",595,25
"Cherokee",20,1
"Chowan",16,0
"Clay",5,0
"Cleveland",78,2
"Columbus",314,24
"Craven",189,5
"Cumberland",622,16
"Currituck",13,0
"Dare",18,1
"Davidson",368,12
"Davie",82,2
"Duplin",719,12
"Durham",1411,45
"Edgecombe",190,9
"Forsyth",1081,9
"Franklin",154,20
"Gaston",251,7
"Gates",24,1
"Graham",2,0
"Granville",269,8
"Greene",68,2
"Guilford",1137,56
"Halifax",159,1
"Harnett",281,24
"Haywood",43,0
"Henderson",326,46
"Hertford",72,1
"Hoke",222,1
"Hyde",1,0
"Iredell",239,5
"Jackson",26,1
"Johnston",377,17
"Jones",26,3
"Lee",396,3
"Lenoir",197,7
"Lincoln",63,0
"Macon",19,1
"Madison",2,0
"Martin",62,4
"McDowell",52,1
"Mecklenburg",3605,85
"Mitchell",9,0
"Montgomery",104,4
"Moore",174,10
"Nash",185,4
"NewHanover",167,4
"Northampton",143,12
"Onslow",98,2
"Orange",320,40
"Pamlico",9,0
"Pasquotank",102,9
"Pender",74,1
"Perquimans",23,2
"Person",44,1
"Pitt",273,2
"Polk",35,4
"Randolph",639,12
"Richmond",162,2
"Robeson",713,13
"Rockingham",76,2
"Rowan",619,26
"Rutherford",172,5
"Sampson",412,4
"Scotland",78,0
"Stanly",55,4
"Stokes",60,0
"Surry",187,1
"Swain",10,0
"Transylvania",12,0
"Tyrrell",4,0
"Union",417,17
"Vance",297,19
"Wake",1564,36
"Warren",57,2
"Washington",27,3
"Watauga",15,0
"Wayne",1054,20
"Wilkes",486,4
"Wilson",331,10
"Yadkin",154,2
"Yancey",12,0
