"AlamanceCounty",1088,37
"AlexanderCounty",84,0
"AlleghanyCounty",31,0
"AnsonCounty",125,1
"AsheCounty",52,1
"AveryCounty",9,0
"BeaufortCounty",77,0
"BertieCounty",141,4
"BladenCounty",357,3
"BrunswickCounty",479,4
"BuncombeCounty",547,36
"BurkeCounty",1016,20
"CabarrusCounty",1064,27
"CaldwellCounty",398,4
"CamdenCounty",24,0
"CarteretCounty",76,3
"CaswellCounty",135,1
"CatawbaCounty",720,10
"ChathamCounty",936,42
"CherokeeCounty",33,1
"ChowanCounty",24,0
"ClayCounty",9,0
"ClevelandCounty",277,3
"ColumbusCounty",513,37
"CravenCounty",354,6
"CumberlandCounty",1142,41
"CurrituckCounty",18,0
"DareCounty",43,1
"DavidsonCounty",925,15
"DavieCounty",188,3
"DuplinCounty",1438,27
"DurhamCounty",3571,61
"EdgecombeCounty",309,9
"ForsythCounty",2935,34
"FranklinCounty",332,21
"GastonCounty",1004,11
"GatesCounty",27,2
"GrahamCounty",9,0
"GranvilleCounty",786,19
"GreeneCounty",174,2
"GuilfordCounty",2743,111
"HalifaxCounty",298,4
"HarnettCounty",615,30
"HaywoodCounty",88,0
"HendersonCounty",569,49
"HertfordCounty",160,10
"HokeCounty",357,3
"HydeCounty",10,0
"IredellCounty",731,7
"JacksonCounty",96,1
"JohnstonCounty",1393,29
"JonesCounty",35,3
"LeeCounty",798,8
"LenoirCounty",363,10
"LincolnCounty",240,1
"MaconCounty",277,1
"MadisonCounty",12,0
"MartinCounty",120,4
"McDowellCounty",222,1
"MecklenburgCounty",10592,146
"MitchellCounty",29,0
"MontgomeryCounty",298,7
"MooreCounty",439,13
"NashCounty",437,4
"NewHanoverCounty",810,5
"NorthamptonCounty",180,15
"OnslowCounty",258,3
"OrangeCounty",635,41
"PamlicoCounty",19,0
"PasquotankCounty",204,15
"PenderCounty",235,1
"PerquimansCounty",36,2
"PersonCounty",104,1
"PittCounty",660,6
"PolkCounty",72,4
"RandolphCounty",1149,29
"RichmondCounty",273,5
"RobesonCounty",1175,38
"RockinghamCounty",218,2
"RowanCounty",1163,39
"RutherfordCounty",279,7
"SampsonCounty",1018,6
"ScotlandCounty",134,0
"StanlyCounty",359,5
"StokesCounty",125,1
"SurryCounty",451,2
"SwainCounty",51,0
"TransylvaniaCounty",21,1
"TyrrellCounty",8,0
"UnionCounty",1151,23
"VanceCounty",499,36
"WakeCounty",4816,46
"WarrenCounty",159,5
"WashingtonCounty",38,3
"WataugaCounty",65,0
"WayneCounty",1767,25
"WilkesCounty",570,6
"WilsonCounty",682,18
"YadkinCounty",322,4
"YanceyCounty",43,0
