"AlamanceCounty",4287,59
"AlexanderCounty",575,8
"AlleghanyCounty",245,0
"AnsonCounty",662,6
"AsheCounty",306,1
"AveryCounty",443,0
"BeaufortCounty",1052,28
"BertieCounty",639,13
"BladenCounty",968,18
"BrunswickCounty",1796,27
"BuncombeCounty",3439,90
"BurkeCounty",2312,43
"CabarrusCounty",4278,79
"CaldwellCounty",1882,18
"CamdenCounty",126,3
"CarteretCounty",839,5
"CaswellCounty",475,5
"CatawbaCounty",3478,55
"ChathamCounty",1761,59
"CherokeeCounty",683,12
"ChowanCounty",432,4
"ClayCounty",141,3
"ClevelandCounty",2561,73
"ColumbusCounty",1476,57
"CravenCounty",1899,46
"CumberlandCounty",5993,80
"CurrituckCounty",199,4
"DareCounty",297,3
"DavidsonCounty",3090,39
"DavieCounty",620,6
"DuplinCounty",2534,54
"DurhamCounty",8126,97
"EdgecombeCounty",1534,52
"ForsythCounty",7501,104
"FranklinCounty",1315,31
"GastonCounty",5852,94
"GatesCounty",154,3
"GrahamCounty",208,5
"GranvilleCounty",1807,50
"GreeneCounty",717,7
"GuilfordCounty",9411,191
"HalifaxCounty",1124,22
"HarnettCounty",2488,60
"HaywoodCounty",638,31
"HendersonCounty",2152,64
"HertfordCounty",813,33
"HokeCounty",1342,18
"HydeCounty",145,5
"IredellCounty",3286,34
"JacksonCounty",731,7
"JohnstonCounty",4825,57
"JonesCounty",164,14
"LeeCounty",1786,15
"LenoirCounty",1093,33
"LincolnCounty",1889,15
"MaconCounty",666,2
"MadisonCounty",123,1
"MartinCounty",532,15
"McDowellCounty",1106,29
"MecklenburgCounty",29963,364
"MitchellCounty",172,3
"MontgomeryCounty",1076,36
"MooreCounty",1899,36
"NashCounty",2701,50
"NewHanoverCounty",4582,33
"NorthamptonCounty",498,17
"OnslowCounty",2505,26
"OrangeCounty",2795,57
"PamlicoCounty",279,2
"PasquotankCounty",768,33
"PenderCounty",1083,8
"PerquimansCounty",201,3
"PersonCounty",487,8
"PittCounty",5343,33
"PolkCounty",340,11
"RandolphCounty",3089,55
"RichmondCounty",1141,20
"RobesonCounty",5040,84
"RockinghamCounty",1467,17
"RowanCounty",3671,104
"RutherfordCounty",1407,37
"SampsonCounty",2363,28
"ScotlandCounty",1400,17
"StanlyCounty",2171,56
"StokesCounty",525,4
"SurryCounty",1451,23
"SwainCounty",172,3
"TransylvaniaCounty",349,9
"TyrrellCounty",117,3
"UnionCounty",5232,59
"VanceCounty",1099,46
"WakeCounty",18755,258
"WarrenCounty",370,7
"WashingtonCounty",222,8
"WataugaCounty",1122,2
"WayneCounty",3712,73
"WilkesCounty",1359,35
"WilsonCounty",2433,58
"YadkinCounty",798,9
"YanceyCounty",224,0
