"AlamanceCounty",3012,44
"AlexanderCounty",383,2
"AlleghanyCounty",195,0
"AnsonCounty",429,3
"AsheCounty",190,1
"AveryCounty",127,0
"BeaufortCounty",524,9
"BertieCounty",385,5
"BladenCounty",689,9
"BrunswickCounty",1372,24
"BuncombeCounty",2347,67
"BurkeCounty",1816,28
"CabarrusCounty",3069,52
"CaldwellCounty",1393,14
"CamdenCounty",92,3
"CarteretCounty",460,5
"CaswellCounty",235,2
"CatawbaCounty",2512,43
"ChathamCounty",1452,56
"CherokeeCounty",382,5
"ChowanCounty",199,2
"ClayCounty",86,1
"ClevelandCounty",1537,32
"ColumbusCounty",1067,51
"CravenCounty",884,26
"CumberlandCounty",3914,65
"CurrituckCounty",94,0
"DareCounty",239,2
"DavidsonCounty",2106,32
"DavieCounty",465,6
"DuplinCounty",2065,50
"DurhamCounty",6753,83
"EdgecombeCounty",891,19
"ForsythCounty",5984,70
"FranklinCounty",1008,28
"GastonCounty",3946,63
"GatesCounty",76,2
"GrahamCounty",51,0
"GranvilleCounty",1490,41
"GreeneCounty",384,3
"GuilfordCounty",6572,168
"HalifaxCounty",841,10
"HarnettCounty",1566,45
"HaywoodCounty",493,25
"HendersonCounty",1674,60
"HertfordCounty",491,14
"HokeCounty",853,12
"HydeCounty",89,0
"IredellCounty",2271,19
"JacksonCounty",476,7
"JohnstonCounty",3717,50
"JonesCounty",128,6
"LeeCounty",1403,12
"LenoirCounty",752,12
"LincolnCounty",1066,10
"MaconCounty",529,2
"MadisonCounty",62,1
"MartinCounty",323,7
"McDowellCounty",767,24
"MecklenburgCounty",24744,284
"MitchellCounty",89,3
"MontgomeryCounty",840,17
"MooreCounty",1251,21
"NashCounty",1547,21
"NewHanoverCounty",2903,21
"NorthamptonCounty",335,17
"OnslowCounty",1421,14
"OrangeCounty",2143,50
"PamlicoCounty",96,2
"PasquotankCounty",523,23
"PenderCounty",752,4
"PerquimansCounty",120,2
"PersonCounty",302,3
"PittCounty",3088,17
"PolkCounty",217,6
"RandolphCounty",2370,43
"RichmondCounty",643,9
"RobesonCounty",3368,59
"RockinghamCounty",733,8
"RowanCounty",2708,60
"RutherfordCounty",914,19
"SampsonCounty",1587,20
"ScotlandCounty",597,8
"StanlyCounty",1427,31
"StokesCounty",322,3
"SurryCounty",1118,15
"SwainCounty",125,3
"TransylvaniaCounty",228,2
"TyrrellCounty",105,2
"UnionCounty",3806,48
"VanceCounty",882,42
"WakeCounty",14387,197
"WarrenCounty",287,6
"WashingtonCounty",170,4
"WataugaCounty",404,0
"WayneCounty",2751,51
"WilkesCounty",1002,20
"WilsonCounty",1694,36
"YadkinCounty",614,7
"YanceyCounty",87,0
