"AlamanceCounty",16417,237
"AlexanderCounty",4031,82
"AlleghanyCounty",936,5
"AnsonCounty",2399,53
"AsheCounty",1923,40
"AveryCounty",1944,20
"BeaufortCounty",4403,87
"BertieCounty",1686,41
"BladenCounty",3055,41
"BrunswickCounty",8400,142
"BuncombeCounty",16119,294
"BurkeCounty",9469,145
"CabarrusCounty",19254,239
"CaldwellCounty",8850,97
"CamdenCounty",617,5
"CarteretCounty",4610,45
"CaswellCounty",2041,25
"CatawbaCounty",17972,289
"ChathamCounty",4277,80
"CherokeeCounty",2191,19
"ChowanCounty",1392,22
"ClayCounty",669,18
"ClevelandCounty",10701,218
"ColumbusCounty",6062,147
"CravenCounty",8720,117
"CumberlandCounty",25242,289
"CurrituckCounty",1435,15
"DareCounty",1934,8
"DavidsonCounty",15037,177
"DavieCounty",3697,35
"DuplinCounty",5886,128
"DurhamCounty",22517,210
"EdgecombeCounty",4871,100
"ForsythCounty",32874,357
"FranklinCounty",5796,46
"GastonCounty",24450,398
"GatesCounty",694,12
"GrahamCounty",569,12
"GranvilleCounty",5481,76
"GreeneCounty",2170,42
"GuilfordCounty",41677,584
"HalifaxCounty",5101,103
"HarnettCounty",10169,161
"HaywoodCounty",3959,90
"HendersonCounty",9352,152
"HertfordCounty",1987,63
"HokeCounty",4277,55
"HydeCounty",630,8
"IredellCounty",17070,202
"JacksonCounty",3437,55
"JohnstonCounty",18919,202
"JonesCounty",764,16
"LeeCounty",5592,73
"LenoirCounty",5592,109
"LincolnCounty",9129,77
"MaconCounty",2636,28
"MadisonCounty",1424,39
"MartinCounty",2122,37
"McDowellCounty",4992,62
"MecklenburgCounty",100377,899
"MitchellCounty",1287,16
"MontgomeryCounty",3168,89
"MooreCounty",8256,182
"NashCounty",10204,174
"NewHanoverCounty",17035,159
"NorthamptonCounty",1764,39
"OnslowCounty",15162,139
"OrangeCounty",7905,99
"PamlicoCounty",1013,11
"PasquotankCounty",3153,78
"PenderCounty",4932,67
"PerquimansCounty",937,9
"PersonCounty",3154,67
"PittCounty",17996,84
"PolkCounty",1389,27
"RandolphCounty",13953,208
"RichmondCounty",4311,92
"RobesonCounty",15570,221
"RockinghamCounty",7010,68
"RowanCounty",15406,292
"RutherfordCounty",6875,201
"SampsonCounty",7248,96
"ScotlandCounty",3544,80
"StanlyCounty",7133,112
"StokesCounty",3741,75
"SurryCounty",7556,140
"SwainCounty",1180,16
"TransylvaniaCounty",2006,27
"TyrrellCounty",306,6
"UnionCounty",21727,206
"VanceCounty",4542,85
"WakeCounty",78227,586
"WarrenCounty",1668,18
"WashingtonCounty",1008,31
"WataugaCounty",4154,30
"WayneCounty",10451,233
"WilkesCounty",6214,104
"WilsonCounty",8821,152
"YadkinCounty",3765,47
"YanceyCounty",1494,26
