"Alamance",121,2
"Alexander",4,0
"Alleghany",6,0
"Anson",29,0
"Ashe",5,0
"Avery",0,0
"Beaufort",21,0
"Bertie",47,2
"Bladen",27,0
"Brunswick",44,2
"Buncombe",72,4
"Burke",110,9
"Cabarrus",310,12
"Caldwell",34,0
"Camden",2,0
"Carteret",27,3
"Caswell",30,0
"Catawba",56,1
"Chatham",375,9
"Cherokee",16,1
"Chowan",6,0
"Clay",5,0
"Cleveland",47,2
"Columbus",164,10
"Craven",42,4
"Cumberland",275,8
"Currituck",5,0
"Dare",13,1
"Davidson",180,8
"Davie",31,2
"Duplin",113,0
"Durham",750,22
"Edgecombe",98,5
"Forsyth",266,5
"Franklin",104,19
"Gaston",145,3
"Gates",9,0
"Graham",1,0
"Granville",157,5
"Greene",19,0
"Guilford",437,31
"Halifax",62,1
"Harnett",173,8
"Haywood",12,0
"Henderson",201,21
"Hertford",40,1
"Hoke",97,0
"Hyde",1,0
"Iredell",119,5
"Jackson",16,0
"Johnston",162,14
"Jones",17,2
"Lee",197,1
"Lenoir",82,4
"Lincoln",28,0
"Macon",3,1
"Madison",1,0
"Martin",18,0
"McDowell",25,1
"Mecklenburg",1699,49
"Mitchell",5,0
"Montgomery",36,2
"Moore",83,3
"Nash",99,3
"NewHanover",79,3
"Northampton",89,4
"Onslow",51,1
"Orange",223,18
"Pamlico",8,0
"Pasquotank",36,1
"Pender",16,0
"Perquimans",14,1
"Person",22,1
"Pitt",128,2
"Polk",23,0
"Randolph",228,3
"Richmond",55,2
"Robeson",201,3
"Rockingham",26,2
"Rowan",388,24
"Rutherford",142,4
"Sampson",83,0
"Scotland",29,0
"Stanly",29,4
"Stokes",11,0
"Surry",17,1
"Swain",4,0
"Transylvania",8,0
"Tyrrell",4,0
"Union",257,11
"Vance",113,7
"Wake",870,19
"Warren",15,0
"Washington",24,3
"Watauga",8,0
"Wayne",674,11
"Wilkes",59,1
"Wilson",173,7
"Yadkin",23,1
"Yancey",0,0
