"AlamanceCounty",946,35
"AlexanderCounty",66,0
"AlleghanyCounty",30,0
"AnsonCounty",106,1
"AsheCounty",47,1
"AveryCounty",8,0
"BeaufortCounty",59,0
"BertieCounty",136,4
"BladenCounty",310,2
"BrunswickCounty",356,3
"BuncombeCounty",504,35
"BurkeCounty",912,17
"CabarrusCounty",883,25
"CaldwellCounty",315,4
"CamdenCounty",19,0
"CarteretCounty",57,3
"CaswellCounty",115,1
"CatawbaCounty",560,10
"ChathamCounty",881,39
"CherokeeCounty",32,1
"ChowanCounty",19,0
"ClayCounty",9,0
"ClevelandCounty",227,2
"ColumbusCounty",464,35
"CravenCounty",312,6
"CumberlandCounty",1014,31
"CurrituckCounty",16,0
"DareCounty",27,1
"DavidsonCounty",759,15
"DavieCounty",158,2
"DuplinCounty",1345,20
"DurhamCounty",3209,60
"EdgecombeCounty",274,9
"ForsythCounty",2575,28
"FranklinCounty",284,21
"GastonCounty",771,9
"GatesCounty",25,2
"GrahamCounty",6,0
"GranvilleCounty",738,17
"GreeneCounty",147,2
"GuilfordCounty",2434,106
"HalifaxCounty",266,3
"HarnettCounty",504,30
"HaywoodCounty",71,0
"HendersonCounty",498,48
"HertfordCounty",156,7
"HokeCounty",326,3
"HydeCounty",6,0
"IredellCounty",569,7
"JacksonCounty",71,1
"JohnstonCounty",1135,26
"JonesCounty",28,3
"LeeCounty",718,7
"LenoirCounty",337,10
"LincolnCounty",189,0
"MaconCounty",252,1
"MadisonCounty",6,0
"MartinCounty",113,4
"McDowellCounty",196,1
"MecklenburgCounty",8956,137
"MitchellCounty",26,0
"MontgomeryCounty",252,6
"MooreCounty",371,11
"NashCounty",352,4
"NewHanoverCounty",563,5
"NorthamptonCounty",175,15
"OnslowCounty",213,3
"OrangeCounty",548,41
"PamlicoCounty",17,0
"PasquotankCounty",164,15
"PenderCounty",177,1
"PerquimansCounty",30,2
"PersonCounty",92,1
"PittCounty",567,4
"PolkCounty",65,4
"RandolphCounty",1058,27
"RichmondCounty",234,5
"RobesonCounty",1086,25
"RockinghamCounty",170,2
"RowanCounty",1025,38
"RutherfordCounty",256,7
"SampsonCounty",894,5
"ScotlandCounty",123,0
"StanlyCounty",277,5
"StokesCounty",109,1
"SurryCounty",386,2
"SwainCounty",40,0
"TransylvaniaCounty",19,1
"TyrrellCounty",5,0
"UnionCounty",949,23
"VanceCounty",453,35
"WakeCounty",3984,44
"WarrenCounty",148,4
"WashingtonCounty",37,3
"WataugaCounty",49,0
"WayneCounty",1658,23
"WilkesCounty",555,6
"WilsonCounty",610,16
"YadkinCounty",281,4
"YanceyCounty",35,0
