"AlamanceCounty",2298,41
"AlexanderCounty",278,2
"AlleghanyCounty",164,0
"AnsonCounty",311,2
"AsheCounty",139,1
"AveryCounty",88,0
"BeaufortCounty",354,2
"BertieCounty",254,5
"BladenCounty",596,6
"BrunswickCounty",1213,17
"BuncombeCounty",1757,46
"BurkeCounty",1596,26
"CabarrusCounty",2490,47
"CaldwellCounty",1159,11
"CamdenCounty",64,2
"CarteretCounty",308,5
"CaswellCounty",189,2
"CatawbaCounty",1986,25
"ChathamCounty",1261,51
"CherokeeCounty",252,3
"ChowanCounty",145,1
"ClayCounty",59,0
"ClevelandCounty",1097,17
"ColumbusCounty",851,46
"CravenCounty",649,10
"CumberlandCounty",2880,50
"CurrituckCounty",71,0
"DareCounty",203,2
"DavidsonCounty",1690,18
"DavieCounty",391,4
"DuplinCounty",1961,48
"DurhamCounty",5989,78
"EdgecombeCounty",605,12
"ForsythCounty",5028,51
"FranklinCounty",811,25
"GastonCounty",3124,41
"GatesCounty",46,2
"GrahamCounty",29,0
"GranvilleCounty",1194,27
"GreeneCounty",318,3
"GuilfordCounty",5335,153
"HalifaxCounty",657,6
"HarnettCounty",1189,38
"HaywoodCounty",362,8
"HendersonCounty",1429,53
"HertfordCounty",310,11
"HokeCounty",693,9
"HydeCounty",37,0
"IredellCounty",1738,17
"JacksonCounty",415,4
"JohnstonCounty",3135,43
"JonesCounty",79,3
"LeeCounty",1240,11
"LenoirCounty",540,11
"LincolnCounty",781,3
"MaconCounty",452,2
"MadisonCounty",41,0
"MartinCounty",245,6
"McDowellCounty",621,12
"MecklenburgCounty",21517,218
"MitchellCounty",79,2
"MontgomeryCounty",610,13
"MooreCounty",947,20
"NashCounty",1086,12
"NewHanoverCounty",2419,20
"NorthamptonCounty",282,16
"OnslowCounty",987,10
"OrangeCounty",1308,45
"PamlicoCounty",65,1
"PasquotankCounty",360,17
"PenderCounty",633,3
"PerquimansCounty",74,2
"PersonCounty",202,2
"PittCounty",1833,11
"PolkCounty",146,5
"RandolphCounty",2085,36
"RichmondCounty",490,9
"RobesonCounty",2714,51
"RockinghamCounty",490,3
"RowanCounty",2072,48
"RutherfordCounty",682,13
"SampsonCounty",1439,13
"ScotlandCounty",312,2
"StanlyCounty",938,24
"StokesCounty",277,3
"SurryCounty",878,9
"SwainCounty",106,2
"TransylvaniaCounty",127,1
"TyrrellCounty",92,1
"UnionCounty",2930,42
"VanceCounty",746,40
"WakeCounty",11425,137
"WarrenCounty",252,6
"WashingtonCounty",124,4
"WataugaCounty",269,0
"WayneCounty",2335,40
"WilkesCounty",744,10
"WilsonCounty",1427,34
"YadkinCounty",513,6
"YanceyCounty",74,0
